symbol,groww_slug
SINDHUTRAD,sindhu-trade-links-ltd
SINGERIND,singer-india-ltd
SINTERCOM,sintercom-india-ltd
SIRCA,sirca-paints-india-ltd
SIS,sis-ltd
SITINET,siti-networks-ltd
SIYSIL,siyaram-silk-mills-ltd
SJS,s-j-s-enterprises-ltd
SJVN,sjvn-ltd
SKFINDIA,skf-india-ltd
SKFINDUS,skf-india-industrial-ltd
SKIPPER,skipper-ltd
SKMEGGPROD,skm-egg-products-export-india-ltd
SKYGOLD,sky-gold-and-diamonds-ltd
SMARTLINK,smartlink-holdings-ltd
SMARTWORKS,smartworks-coworking-spaces-ltd
SMCGLOBAL,smc-global-securities-ltd
SMLMAH,sml-mahindra-ltd
SMLT,sarthak-metals-ltd
SMSPHARMA,sms-pharmaceuticals-ltd
SNOWMAN,snowman-logistics-ltd
SOBHA,sobha-ltd
SOFTTECH,softtech-engineers-ltd
SOLARA,solara-active-pharma-sciences-ltd
SOLARINDS,solar-industries-india-ltd
SOLARWORLD,solarworld-energy-solutions-ltd
SOLEX,solex-energy-ltd
SOMANYCERA,somany-ceramics-ltd
SOMATEX,soma-textiles-industries-ltd
SOMICONVEY,somi-conveyor-beltings-ltd
SONACOMS,sona-blw-precision-forgings-ltd
SONAL,sonal-mercantile-ltd
SONAMLTD,sonam-ltd
SONATSOFTW,sonata-software-ltd
SOTL,savita-oil-technologies-ltd
SOUTHBANK,the-south-indian-bank-ltd
SOUTHWEST,south-west-pinnacle-exploration-ltd
SPAL,s-p-apparels-ltd
SPANDANA,spandana-sphoorty-financial-ltd
SPARC,sun-pharma-advanced-research-company-ltd
SPCENET,spacenet-enterprises-india-ltd
SPECIALITY,speciality-restaurants-ltd
SPECTRUM,spectrum-electrical-industries-ltd
SPELS,spel-semiconductor-ltd
SPENCERS,spencer-s-retail-ltd
SPIC,southern-petrochemicals-industries-corporation-ltd
SPLIL,spl-industries-ltd
SPLPETRO,supreme-petrochem-ltd
SPMLINFRA,spml-infra-ltd
SPORTKING,sportking-india-ltd
SRD,shankar-lal-rampal-dye-chem-ltd
SREEL,sreeleathers-ltd
SRF,srf-ltd
SRGHFL,srg-housing-finance-ltd
SRHHYPOLTD,sree-rayalaseema-hi-strength-hypo-ltd
SRIKPRIND,sri-kpr-industries-ltd
SRM,srm-contractors-ltd
SRTL,shree-ram-twistex-ltd
SSDL,saraswati-saree-depot-ltd
SSWL,steel-strips-wheels-ltd
STALLION,stallion-india-fluorochemicals-ltd
STANLEY,stanley-lifestyles-ltd
STAR,strides-pharma-science-ltd
STARCEMENT,star-cement-ltd
STARHEALTH,star-health-and-allied-insurance-company-ltd
STARPAPER,star-paper-mills-ltd
STARTECK,starteck-finance-ltd
STCINDIA,the-state-trading-corporation-of-india-ltd
STEELCAS,steelcast-ltd
STEELCITY,steel-city-securities-ltd
STEELXIND,steel-exchange-india-ltd
STEL,stel-holdings-ltd
STERTOOLS,sterling-tools-ltd
STLNETWORK,stl-networks-ltd
STLSTRINF,steel-strips-infrastructures-ltd
STLTECH,sterlite-technologies-ltd
STOVEKRAFT,stove-kraft-ltd
STUDDS,studds-accessories-ltd
STYL,seshaasai-technologies-ltd
STYLAMIND,stylam-industries-ltd
STYLEBAAZA,baazar-style-retail-ltd
STYRENIX,styrenix-performance-materials-ltd
SUBEXLTD,subex-ltd
SUBROS,subros-ltd
SUDARCOLOR,sudarshan-colorants-india-ltd
SUDARSCHEM,sudarshan-chemical-industries-ltd
SUDEEPPHRM,sudeep-pharma-ltd
SUKHJITS,sukhjit-starch-chemicals-ltd
SULA,sula-vineyards-ltd
SUMEDHA,sumedha-fiscal-services-ltd
SUMEETINDS,sumeet-industries-ltd
SUMICHEM,sumitomo-chemical-india-ltd
SUMIT,sumit-woods-ltd
SUMMITSEC,summit-securities-ltd
SUNCLAY,sundaram-clayton-ltd
SUNDARAM,sundaram-multi-pap-ltd
SUNDARMFIN,sundaram-finance-ltd
SUNDRMBRAK,sundaram-brake-linings-ltd
SUNDRMFAST,sundram-fasteners-ltd
SUNDROP,sundrop-brands-ltd
SUNFLAG,sunflag-iron-and-steel-company-ltd
SUNLOC,sunil-healthcare-ltd
SUNPHARMA,sun-pharmaceutical-industries-ltd
SUNRAKSHAK,sunrakshakk-industries-india-ltd
SUNSHIEL,sunshield-chemicals-ltd
SUNTECK,sunteck-realty-ltd
SUNTV,sun-tv-network-ltd
SUPERHOUSE,superhouse-ltd
SUPERSPIN,super-spinning-mills-ltd
SUPRAJIT,suprajit-engineering-ltd
SUPREME,supreme-holdings-hospitality-india-ltd
SUPREMEENG,supreme-engineering-ltd
SUPREMEIND,supreme-industries-ltd
SUPREMEINF,supreme-infrastructure-india-ltd
SUPRIYA,supriya-lifescience-ltd
SUPTANERY,super-tannery-ltd
SURAJEST,suraj-estate-developers-ltd
SURAJLTD,suraj-ltd
SURAKSHA,suraksha-diagnostic-ltd
SURANASOL,surana-solar-ltd
SURANAT&P,surana-telecom-and-power-ltd
SURYALA,suryalata-spinning-mills-ltd
SURYALAXMI,suryalakshmi-cotton-mills-ltd
SURYAROSNI,surya-roshni-ltd
SURYODAY,suryoday-small-finance-bank-ltd
SUTLEJTEX,sutlej-textiles-and-industries-ltd
SUVEN,suven-life-sciences-ltd
SUVIDHAA,suvidhaa-infoserve-ltd
SUYOG,suyog-telematics-ltd
SUZLON,suzlon-energy-ltd
SVGLOBAL,s-v-global-mill-ltd
SVLL,shree-vasu-logistics-ltd
SVPGLOB,svp-global-textiles-ltd
SWANCORP,swan-corp-ltd
SWANDEF,swan-defence-and-heavy-industries-ltd
SWARAJ,swaraj-suiting-ltd
SWARAJENG,swaraj-engines-ltd
SWARNSAR,swarnsarita-jewels-india-ltd
SWELECTES,swelect-energy-systems-ltd
SWIGGY,swiggy-ltd
SWISSMLTRY,swiss-military-consumer-goods-ltd
SWSOLAR,sterling-and-wilson-renewable-energy-ltd
SYMPHONY,symphony-ltd
SYNCOMF,syncom-formulations-india-ltd
SYNGENE,syngene-international-ltd
SYRMA,syrma-sgs-technology-ltd
SYSTMTXC,systematix-corporate-services-ltd
TAALTECH,taal-tech-ltd
TAINWALCHM,tainwala-chemical-and-plastic-i-ltd
TAJGVK,taj-gvk-hotels-resorts-ltd
TAKE,take-ltd
TALBROAUTO,talbros-automotive-components-ltd
TAMBOLIIN,tamboli-industries-ltd
TANAA,taneja-aerospace-aviation-ltd
TANLA,tanla-platforms-ltd
TARACHAND,tara-chand-infralogistic-solutions-ltd
TARAPUR,tarapur-transformers-ltd
TARC,tarc-ltd
TARIL,transformers-and-rectifiers-india-ltd
TARMAT,tarmat-ltd
TARSONS,tarsons-products-ltd
TASTYBITE,tasty-bite-eatables-ltd
TATACAP,tata-capital-ltd
TATACHEM,tata-chemicals-ltd
TATACOMM,tata-communications-ltd
TATACONSUM,tata-consumer-products-ltd
TATAELXSI,tata-elxsi-ltd
TATAINVEST,tata-investment-corporation-ltd
TATAPOWER,tata-power-company-ltd
TATASTEEL,tata-steel-ltd
TATATECH,tata-technologies-ltd
TATVA,tatva-chintan-pharma-chem-ltd
TBOTEK,tbo-tek-ltd
TBZ,tribhovandas-bhimji-zaveri-ltd
TCC,tcc-concept-ltd
TCI,transport-corporation-of-india-ltd
TCIEXP,tci-express-ltd
TCIFINANCE,tci-finance-ltd
TCPLPACK,tcpl-packaging-ltd
TCS,tata-consultancy-services-ltd
TDPOWERSYS,td-power-systems-ltd
TEAMGTY,team-india-guaranty-ltd
TEAMLEASE,teamlease-services-ltd
TECHM,tech-mahindra-ltd
TECHNOCRAF,technocraft-ventures-ltd
TECHNOE,techno-electric-engineering-company-ltd
TECHNVISN,technvision-ventures-ltd
TECILCHEM,tecil-chemicals-and-hydro-power-ltd
TEGA,tega-industries-ltd
TEJASNET,tejas-networks-ltd
TEMBO,tembo-global-industries-ltd
TENNIND,tenneco-clean-air-india-ltd
TERAI,terai-tea-company-ltd
TERASOFT,tera-software-ltd
TEXINFRA,texmaco-infrastructure-holdings-ltd
TEXMOPIPES,texmo-pipes-and-products-ltd
TEXRAIL,texmaco-rail-engineering-ltd
TFCILTD,tourism-finance-corporation-of-india-ltd
TFL,transwarranty-finance-ltd
TGBHOTELS,tgb-banquets-and-hotels-ltd
TGVSL,tgv-sraac-ltd
THACKER,thacker-company-ltd
THAKDEV,thakkers-developers-ltd
THANGAMAYL,thangamayil-jewellery-ltd
THEINVEST,the-investment-trust-of-india-ltd
THEJO,thejo-engineering-ltd
THELEELA,leela-palaces-hotels-resorts-ltd
THEMISMED,themis-medicare-ltd
THERMAX,thermax-ltd
THOMASCOOK,thomas-cook-india-ltd
THOMASCOTT,thomas-scott-india-ltd
THYROCARE,thyrocare-technologies-ltd
TI,tilaknagar-industries-ltd
TICL,twamev-construction-and-infrastructure-ltd
TIGERLOGS,tiger-logistics-india-ltd
TIIL,technocraft-industries-india-ltd
TIINDIA,tube-investments-of-india-ltd
TIJARIA,tijaria-polypipes-ltd
TIL,til-ltd
TIMETECHNO,time-technoplast-ltd
TIMEX,timex-group-india-ltd
TIMKEN,timken-india-ltd
TINNARUBR,tinna-rubber-and-infrastructure-ltd
TIPSFILMS,tips-films-ltd
TIPSMUSIC,tips-music-ltd
TIRUMALCHM,thirumalai-chemicals-ltd
TIRUPATIFL,tirupati-forge-ltd
TITAGARH,titagarh-rail-systems-ltd
TITAN,titan-company-ltd
TMB,tamilnad-mercantile-bank-ltd
TMCV,tata-motors-ltd
TMPV,tata-motors-passenger-vehicles-ltd
TNPETRO,tamilnadu-petroproducts-ltd
TNPL,tamil-nadu-newsprint-papers-ltd
TNTELE,tamilnadu-telecommunication-ltd
TOKYOPLAST,tokyo-plast-international-ltd
TOLINS,tolins-tyres-ltd
TORNTPHARM,torrent-pharmaceuticals-ltd
TORNTPOWER,torrent-power-ltd
TOTAL,total-transport-systems-ltd
TOUCHWOOD,touchwood-entertainment-ltd
TOYAMSL,toyam-sports-ltd
TPHQ,teamo-productions-hq-ltd
TPLPLASTEH,tpl-plastech-ltd
TRACXN,tracxn-technologies-ltd
TRANSCOR,transcorp-international-ltd
TRANSPEK,transpek-industry-ltd
TRANSRAILL,transrail-lighting-ltd
TRANSWORLD,transworld-shipping-lines-ltd
TRAVELFOOD,travel-food-services-ltd
TREEHOUSE,tree-house-education-accessories-ltd
TREJHARA,trejhara-solutions-ltd
TREL,transindia-real-estate-ltd
TRENT,trent-ltd
TRF,trf-ltd
TRIDENT,trident-ltd
TRIGYN,trigyn-technologies-ltd
TRITONV,triton-valves-ltd
TRITURBINE,triveni-turbine-ltd
TRIVENI,triveni-engineering-industries-ltd
TRU,trucap-finance-ltd
TRUALT,trualt-bioenergy-ltd
TSFINV,tsf-investments-ltd
TTKHLTCARE,ttk-healthcare-ltd
TTKPRESTIG,ttk-prestige-ltd
TTL,t-t-ltd
TTML,tata-teleservices-maharashtra-ltd
TURTLEMINT,turtlemint-fintech-solutions-ltd
TUTIALKA,tuticorin-alkali-chemicals-fertilizers-ltd
TVSELECT,tvs-electronics-ltd
TVSHLTD,tvs-holdings-ltd
TVSMOTOR,tvs-motor-company-ltd
TVSSCS,tvs-supply-chain-solutions-ltd
TVSSRICHAK,tvs-srichakra-ltd
TVTODAY,tv-today-network-ltd
TVVISION,tv-vision-ltd
UBL,united-breweries-ltd
UCAL,ucal-ltd
UCOBANK,uco-bank
UDAYJEW,uday-jewellery-industries-ltd
UDS,updater-services-ltd
UEL,ujaas-energy-ltd
UFBL,united-foodbrands-ltd
UFLEX,uflex-ltd
UFO,ufo-moviez-india-ltd
UGARSUGAR,the-ugar-sugar-works-ltd
UGROCAP,ugro-capital-ltd
UJJIVANSFB,ujjivan-small-finance-bank-ltd
ULTRACEMCO,ultratech-cement-ltd
ULTRAMAR,ultramarine-pigments-ltd
UMAEXPORTS,uma-exports-ltd
UMESLTD,usha-martin-education-solutions-ltd
UMIYA-MRO,umiya-buildcon-ltd
UNICHEMLAB,unichem-laboratories-ltd
UNIDT,united-drilling-tools-ltd
UNIECOM,unicommerce-esolutions-ltd
UNIENTER,uniphos-enterprises-ltd
UNIINFO,uniinfo-telecom-services-ltd
UNIMECH,unimech-aerospace-and-manufacturing-ltd
UNIONBANK,union-bank-of-india
UNIPARTS,uniparts-india-ltd
UNITDSPR,united-spirits-ltd
UNITECH,unitech-ltd
UNITEDPOLY,united-polyfab-gujarat-ltd
UNITEDTEA,the-united-nilgiri-tea-estates-company-ltd
UNIVASTU,univastu-india-ltd
UNIVCABLES,universal-cables-ltd
UNIVPHOTO,universus-photo-imagings-ltd
UNOMINDA,uno-minda-ltd
UPHOT,u-p-hotels-ltd
UPL,upl-ltd
URAVIDEF,uravi-defence-and-technology-ltd
URBANCO,urban-company-ltd
URJA,urja-global-ltd
USHAMART,usha-martin-ltd
USK,udayshivakumar-infra-ltd
UTIAMC,uti-asset-management-company-ltd
UTKARSHBNK,utkarsh-small-finance-bank-ltd
UTLSOLAR,fujiyama-power-systems-ltd
UTTAMSUGAR,uttam-sugar-mills-ltd
UYFINCORP,u-y-fincorp-ltd
V2RETAIL,v2-retail-ltd
VADILALIND,vadilal-industries-ltd
VADILENT,vadilal-enterprises-ltd
VAIBHAVGBL,vaibhav-global-ltd
VAISHALI,vaishali-pharma-ltd
VAKRANGEE,vakrangee-ltd
VALIANTLAB,valiant-laboratories-ltd
VALIANTORG,valiant-organics-ltd
VAML,vedanta-aluminium-metal-ltd
VARDHACRLC,vardhman-acrylics-ltd
VARDMNPOLY,vardhman-polytex-ltd
VARROC,varroc-engineering-ltd
VASCONEQ,vascon-engineers-ltd
VASUPRADA,shri-vasuprada-plantations-ltd
VASWANI,vaswani-industries-ltd
VBL,varun-beverages-ltd
VCL,vaxtex-cotfab-ltd
VEDAVAAG,vedavaag-systems-ltd
VEDL,vedanta-ltd
VEDPOWER,vedanta-power-ltd
VEEDOL,veedol-corporation-ltd
VELJAN,veljan-denison-ltd
VENKEYS,venky-s-india-ltd
VENTIVE,ventive-hospitality-ltd
VENUSPIPES,venus-pipes-tubes-ltd
VENUSREM,venus-remedies-ltd
VERANDA,veranda-learning-solutions-ltd
VERTOZ,vertoz-ltd
VESUVIUS,vesuvius-india-ltd
VETO,veto-switchgears-and-cables-ltd
VGCL,vibrant-global-capital-ltd
VGL,varvee-global-ltd
VGUARD,v-guard-industries-ltd
VHL,vardhman-holdings-ltd
VHLTD,viceroy-hotels-ltd
VIDHIING,vidhi-specialty-food-ingredients-ltd
VIDYAWIRES,vidya-wires-ltd
VIJAYA,vijaya-diagnostic-centre-ltd
VIJIFIN,viji-finance-ltd
VIJSOLX,vijay-solvex-ltd
VIKASECO,vikas-ecotech-ltd
VIKASLIFE,vikas-lifecare-ltd
VIKRAMSOLR,vikram-solar-ltd
VIKRAN,vikran-engineering-ltd
VIMTALABS,vimta-labs-ltd
VINATIORGA,vinati-organics-ltd
VINCOFE,vintage-coffee-and-beverages-ltd
VINDHYATEL,vindhya-telelinks-ltd
VINEETLAB,vineet-laboratories-ltd
VINNY,vinny-overseas-ltd
VINYLINDIA,vinyl-chemicals-india-ltd
VIPCLOTHNG,vip-clothing-ltd
VIPIND,vip-industries-ltd
VIPULLTD,vipul-ltd
VIRAT,virat-industries-ltd
VIRINCHI,virinchi-ltd
VIRTUALG,virtual-global-education-ltd
VISACHROME,visa-chrome-ltd
VISAKAIND,visaka-industries-ltd
VISHAL,vishal-fabrics-ltd
VISHNU,vishnu-chemicals-ltd
VISHWARAJ,vishwaraj-sugar-industries-ltd
VISL,vedanta-iron-and-steel-ltd
VITAL,vital-chemtech-ltd
VIVIANA,viviana-power-tech-ltd
VIVIDHA,visagar-polytex-ltd
VIVIMEDLAB,vivimed-labs-ltd
VIVOBIOT,vivo-bio-tech-ltd
VIYASH,viyash-scientific-ltd
VLEGOV,vl-e-governance-it-solutions-ltd
VLSFINANCE,vls-finance-ltd
VMART,v-mart-retail-ltd
VMM,vishal-mega-mart-ltd
VMSTMT,vms-tmt-ltd
VOEPL,virtuoso-optoelectronics-ltd
VOGL,vedanta-oil-and-gas-ltd
VOITHPAPR,voith-paper-fabrics-india-ltd
VOLTAMP,voltamp-transformers-ltd
VOLTAS,voltas-ltd
VPRPL,vishnu-prakash-r-punglia-ltd
VRAJ,vraj-iron-and-steel-ltd
VRLLOG,vrl-logistics-ltd
VSSL,vardhman-special-steels-ltd
VSTIND,vst-industries-ltd
VSTL,vibhor-steel-tubes-ltd
VSTTILLERS,v-s-t-tillers-tractors-ltd
VTL,vardhman-textiles-ltd
VTMLTD,vtm-ltd
WAAREEENER,waaree-energies-ltd
WAAREEINDO,indosolar-ltd
WAAREERTL,waaree-renewable-technologies-ltd
WABAG,va-tech-wabag-ltd
WAKEFIT,wakefit-innovations-ltd
WALCHANNAG,walchandnagar-industries-ltd
WANBURY,wanbury-ltd
WARDINMOBI,wardwizard-innovations-mobility-ltd
WATERBASE,waterbase-ltd
WCIL,western-carriers-india-ltd
WEALTH,wealth-first-portfolio-managers-ltd
WEBELSOLAR,websol-energy-system-ltd
WEIZMANIND,weizmann-ltd
WEL,wonder-electricals-ltd
WELCORP,welspun-corp-ltd
WELENT,welspun-enterprises-ltd
WELINV,welspun-investments-and-commercials-ltd
WELSPLSOL,welspun-specialty-solutions-ltd
WELSPUNLIV,welspun-living-ltd
WENDT,wendt-india-ltd
WESTLIFE,westlife-foodworld-ltd
WEWIN,we-win-ltd
WEWORK,wework-india-management-ltd
WHBRADY,wh-brady-company-ltd
WHEELS,wheels-india-ltd
WHIRLPOOL,whirlpool-of-india-ltd
WILLAMAGOR,williamson-magor-company-ltd
WINDLAS,windlas-biotech-ltd
WINDMACHIN,windsor-machines-ltd
WIPL,the-western-india-plywoods-ltd
WIPRO,wipro-ltd
WOCKPHARMA,wockhardt-ltd
WONDERLA,wonderla-holidays-ltd
WORTHPERI,worth-peripherals-ltd
WPIL,wpil-ltd
WSI,w-s-industries-i-ltd
WSTCSTPAPR,west-coast-paper-mills-ltd
XCHANGING,xchanging-solutions-ltd
XELPMOC,xelpmoc-design-and-tech-ltd
XPROINDIA,xpro-india-ltd
XTGLOBAL,xtglobal-infotech-ltd
XTRANET,xtranet-technologies-ltd
YASHO,yasho-industries-ltd
YATHARTH,yatharth-hospital-trauma-care-services-ltd
YATRA,yatra-online-ltd
YESBANK,yes-bank-ltd
YOGI,yogi-ltd
YUKEN,yuken-india-ltd
ZAGGLE,zaggle-prepaid-ocean-services-ltd
ZEEL,zee-entertainment-enterprises-ltd
ZEELEARN,zee-learn-ltd
ZEEMEDIA,zee-media-corporation-ltd
ZENITHEXPO,zenith-exports-ltd
ZENITHSTL,zenith-steel-pipes-industries-ltd
ZENSARTECH,zensar-technologies-ltd
ZENTEC,zen-technologies-ltd
ZFCVINDIA,zf-commercial-vehicle-control-systems-india-ltd
ZFSTEERING,zf-steering-gear-india-ltd
ZIMLAB,zim-laboratories-ltd
ZODIAC,zodiac-energy-ltd
ZODIACLOTH,zodiac-clothing-company-ltd
ZOTA,zota-health-care-ltd
ZSARACOM,saraswati-commercial-india-ltd
ZUARI,zuari-agro-chemicals-ltd
ZUARIIND,zuari-industries-ltd
ZYDUSLIFE,zydus-lifesciences-ltd
ZYDUSWELL,zydus-wellness-ltd
